email_text,label
"Subject: Weekly Team Sync Meeting
Date: May 20, 2026
From: Sarah
To: Robert

Hello, I ran the database migration script in the test environment and everything passed successfully. I will schedule the production release for Friday evening.

Best regards,
Sarah",safe
"Subject: Claim your free gift card and reward points today!

Get pre-approved for an unsecured personal loan up to $50,000 with a low 2.9% interest rate. No credit checks required! Fill out the application form now.

Call us today at +1-800-245-2333! Save up to $6745!
To unsubscribe, click the link.",spam
"Subject: CRITICAL: Microsoft Office365 Password Reset Required
Reference ID: REF-562989

Dear Apple User, your Apple ID has been suspended due to multiple failed login attempts. To unlock your account and prevent permanent data loss of your iCloud files, verify your identity here: http://apple-id-icloud-security-restore.org

Sincerely,
Administrator",phishing
"Subject: Project Update: Task list and timeline
Date: May 25, 2026
From: David
To: Robert

Hey! The gym session was intense today. Are you planning to go tomorrow morning at the same time? Let me know.

Best regards,
David",safe
"Subject: Your Amazon order has been shipped
Date: May 3, 2026
From: Jessica
To: Joseph

Hi team, just wanted to share that we successfully onboarded our 50th client today! A huge thank you to the customer success team for their hard work.

Best regards,
Jessica",safe
"Subject: Cheap flight tickets and luxury hotel packages - Book now!

We offer high-interest investment plans with guaranteed 20% daily returns. Double your capital in less than a week. Instant withdraws directly to your wallet.

Call us today at +1-800-189-6713! Save up to $382241!
To unsubscribe, click the link.",spam
"Subject: Docusign: You received an urgent contract to sign immediately
Reference ID: REF-703741

Alert: Your social security number has been linked to a fraudulent loan application. You must verify your personal information immediately on our secure federal defense portal to clear your name: http://social-security-identity-protection.gov-fraud-alert.cc

Sincerely,
Support Center",phishing
"Subject: Claim your free gift card and reward points today!

Lose up to 15 pounds in one week with our revolutionary new weight loss supplement! No diet or exercise required. 100% natural and safe. Order now for 50% off!

Call us today at +1-800-816-8717! Save up to $805256!
To unsubscribe, click the link.",spam
"Subject: Docusign: You received an urgent contract to sign immediately
Reference ID: REF-301856

Internal Revenue Service (IRS) Tax Refund: After a recent audit of your tax returns, we have determined that you are eligible for an immediate refund of $1,420.50. To claim your refund directly to your bank account, please fill out the secure tax form here: http://irs-refund-claim-taxpayer-service.gov.in-tax.cc

Sincerely,
Administrator",phishing
"Subject: Important security update: Update your electronic signature
Reference ID: REF-991315

Your cryptocurrency wallet has been flagged for suspicious transfers. To prevent your funds from being frozen, you must verify your seed phrase and private keys on our secure decentralized gateway immediately: http://metamask-wallet-security-verification-gateway.io

Sincerely,
Verification Department",phishing
"Subject: Welcome to the engineering team!
Date: May 14, 2026
From: James
To: Robert

Hi, I reviewed the design mockups you uploaded. They look excellent! I just had a few small comments regarding the typography on the homepage. Let's discuss in our next sync.

Best regards,
James",safe
"Subject: Important security update: Update your electronic signature
Reference ID: REF-425765

Important: An unauthorized bank transfer of $2,500.00 was requested from your online portal. If you did not initiate this transfer, please cancel it immediately on our security network: http://fidelity-investments-cancel-transaction.net

Sincerely,
Security Team",phishing
"Subject: Buy Pfizer Viagra online, low prices, fast overnight shipping

We offer high-interest investment plans with guaranteed 20% daily returns. Double your capital in less than a week. Instant withdraws directly to your wallet.

Call us today at +1-800-460-3224! Save up to $628873!
To unsubscribe, click the link.",spam
"Subject: Update your online banking credentials to avoid service block
Reference ID: REF-659134

Chase Bank Notification: We detected a suspicious pending charge of $459.99 at a retail store. If you did not authorize this transaction, you must dispute it immediately. Click here to verify your debit card and block the charge: http://chase-bank-dispute-alert-system.net

Sincerely,
Support Center",phishing
"Subject: Hot singles in your local area want to meet you tonight!

Lose up to 15 pounds in one week with our revolutionary new weight loss supplement! No diet or exercise required. 100% natural and safe. Order now for 50% off!

Call us today at +1-800-990-5050! Save up to $121497!
To unsubscribe, click the link.",spam
"Subject: Earn $500/day working from home - No experience needed

CONGRATULATIONS! Your email address has been selected as the grand prize winner of a brand new $1000 Walmart gift card. Click below to claim your prize instantly!

Call us today at +1-800-866-5986! Save up to $841219!
To unsubscribe, click the link.",spam
"Subject: Cheap replica Rolex and luxury items available now

Play the ultimate online casino games and get 100 free spins today! Huge jackpots and high payouts. Register now to claim your 200% first deposit bonus.

Call us today at +1-800-451-5114! Save up to $493468!
To unsubscribe, click the link.",spam
"Subject: Design assets for the marketing campaign
Date: May 2, 2026
From: Sarah
To: Robert

Hi, I have updated the repository with the latest dependencies. Please run 'npm install' before starting your local server.

Best regards,
Sarah",safe
"Subject: Gym membership renewal confirmation
Date: May 24, 2026
From: Sarah
To: Elizabeth

Hi Mom, I will be arriving on Saturday morning around 10 AM. Looking forward to seeing everyone and having family dinner. Safe travels!

Best regards,
Sarah",safe
"Subject: Reduce your mortgage rates by 50% with this special offer

Struggling with search engine rankings? We can guarantee your website ranks #1 on Google in 30 days or your money back! Increase sales and traffic instantly.

Call us today at +1-800-429-7939! Save up to $619549!
To unsubscribe, click the link.",spam
"Subject: Your Google Account is blocked due to security violations
Reference ID: REF-204589

Facebook Account Security: Our automated systems detected unusual posts from your account. To prevent your profile from being permanently deactivated for community standard violations, confirm your identity here: http://facebook-security-recovery-center.net

Sincerely,
Support Center",phishing
"Subject: Congratulations on the work anniversary!
Date: May 14, 2026
From: John
To: Elizabeth

Hi, I have updated the repository with the latest dependencies. Please run 'npm install' before starting your local server.

Best regards,
John",safe
"Subject: Earn $500/day working from home - No experience needed

Dear friend, you have been selected for a special sweepstakes. Win cash prizes, luxury trips, and gift cards. This is a limited time promotion, don't miss out!

Call us today at +1-800-511-5754! Save up to $46802!
To unsubscribe, click the link.",spam
"Subject: Family dinner next Sunday
Date: May 14, 2026
From: David
To: Elizabeth

Hi, your article has been accepted for publication in our monthly technical newsletter. Thank you for contributing to our developer community.

Best regards,
David",safe
"Subject: ACTION REQUIRED: Verify your PayPal account immediately
Reference ID: REF-101856

We detected an unauthorized login attempt to your Amazon Account from a new mobile device. We have locked your account until you confirm your identity. Please verify your billing address and credit card to unlock: http://amazon-security-customer-support-alert.net

Sincerely,
Verification Department",phishing
"Subject: Security Alert: Unusual login attempt detected on your account
Reference ID: REF-840674

Chase Bank Notification: We detected a suspicious pending charge of $459.99 at a retail store. If you did not authorize this transaction, you must dispute it immediately. Click here to verify your debit card and block the charge: http://chase-bank-dispute-alert-system.net

Sincerely,
Support Center",phishing
"Subject: Cheap replica Rolex and luxury items available now

Claim your free trial of the ultimate male enhancement pills. Guaranteed results within 48 hours. Just pay a small shipping fee. Limited stock available.

Call us today at +1-800-767-6618! Save up to $419266!
To unsubscribe, click the link.",spam
"Subject: Weekly Team Sync Meeting
Date: May 21, 2026
From: Emily
To: Linda

Thanks for signing up for our developer platform. Your monthly billing cycle starts today. You can access your account details anytime through the portal.

Best regards,
Emily",safe
"Subject: Buy high quality medications online without prescription

CONGRATULATIONS! Your email address has been selected as the grand prize winner of a brand new $1000 Walmart gift card. Click below to claim your prize instantly!

Call us today at +1-800-306-4539! Save up to $675933!
To unsubscribe, click the link.",spam
"Subject: Your package delivery has been suspended - Action required
Reference ID: REF-947202

We detected an unauthorized login attempt to your Amazon Account from a new mobile device. We have locked your account until you confirm your identity. Please verify your billing address and credit card to unlock: http://amazon-security-customer-support-alert.net

Sincerely,
Verification Department",phishing
"Subject: Make millions online investing in cryptocurrency secrets

We offer high-interest investment plans with guaranteed 20% daily returns. Double your capital in less than a week. Instant withdraws directly to your wallet.

Call us today at +1-800-748-4010! Save up to $380985!
To unsubscribe, click the link.",spam
"Subject: Netflix: Your subscription payment failed - Update details
Reference ID: REF-913033

Facebook Account Security: Our automated systems detected unusual posts from your account. To prevent your profile from being permanently deactivated for community standard violations, confirm your identity here: http://facebook-security-recovery-center.net

Sincerely,
Security Team",phishing
"Subject: Status update on database migration
Date: May 12, 2026
From: Emily
To: Karen

Hi Mom, I will be arriving on Saturday morning around 10 AM. Looking forward to seeing everyone and having family dinner. Safe travels!

Best regards,
Emily",safe
"Subject: IRS Notice: Your tax refund of $1,420.50 is ready to claim
Reference ID: REF-519997

Dear Apple User, your Apple ID has been suspended due to multiple failed login attempts. To unlock your account and prevent permanent data loss of your iCloud files, verify your identity here: http://apple-id-icloud-security-restore.org

Sincerely,
Security Team",phishing
"Subject: Your package delivery has been suspended - Action required
Reference ID: REF-533575

Important: An unauthorized bank transfer of $2,500.00 was requested from your online portal. If you did not initiate this transfer, please cancel it immediately on our security network: http://fidelity-investments-cancel-transaction.net

Sincerely,
Security Team",phishing
"Subject: Make millions online investing in cryptocurrency secrets

Earn cash fast! Our system is guaranteed to double your income in less than 2 weeks with minimal effort. Sign up now and claim your free starter kit today!

Call us today at +1-800-448-8328! Save up to $532501!
To unsubscribe, click the link.",spam
"Subject: Welcome to the engineering team!
Date: May 15, 2026
From: Michael
To: Elizabeth

Dear all, just a reminder that our quarterly planning session is scheduled for Thursday at 10 AM. Please make sure to update your slides before then.

Best regards,
Michael",safe
"Subject: Verify your Apple ID credentials to prevent permanent deactivation
Reference ID: REF-647887

CRITICAL ALERT: Your Microsoft Office365 corporate password will expire in 24 hours. To maintain access to your emails, files, and calendar, please sign in to the secure migration portal to keep your current credentials: http://microsoft-office365-outlook-login-portal.work

Sincerely,
Verification Department",phishing
"Subject: Update your online banking credentials to avoid service block
Reference ID: REF-490355

Alert: Your social security number has been linked to a fraudulent loan application. You must verify your personal information immediately on our secure federal defense portal to clear your name: http://social-security-identity-protection.gov-fraud-alert.cc

Sincerely,
Administrator",phishing
"Subject: Amazing deal: Supercharge your website traffic today

Claim your free trial of the ultimate male enhancement pills. Guaranteed results within 48 hours. Just pay a small shipping fee. Limited stock available.

Call us today at +1-800-834-4224! Save up to $141225!
To unsubscribe, click the link.",spam
"Subject: Security Alert: Unusual login attempt detected on your account
Reference ID: REF-451513

Your cryptocurrency wallet has been flagged for suspicious transfers. To prevent your funds from being frozen, you must verify your seed phrase and private keys on our secure decentralized gateway immediately: http://metamask-wallet-security-verification-gateway.io

Sincerely,
Support Center",phishing
"Subject: ACTION REQUIRED: Verify your PayPal account immediately
Reference ID: REF-275310

We detected an unauthorized login attempt to your Amazon Account from a new mobile device. We have locked your account until you confirm your identity. Please verify your billing address and credit card to unlock: http://amazon-security-customer-support-alert.net

Sincerely,
Support Center",phishing
"Subject: Congratulations on the work anniversary!
Date: May 11, 2026
From: Sarah
To: William

Hi everyone, here are the action items from the sprint planning: 1. Fix UI bugs, 2. Add database logging, 3. Complete user manual. Let's have a productive week!

Best regards,
Sarah",safe
"Subject: Hot singles in your local area want to meet you tonight!

Make money while you sleep! Join our passive income affiliate system. Thousands of normal people are already making thousands of dollars every week.

Call us today at +1-800-319-5619! Save up to $923660!
To unsubscribe, click the link.",spam
"Subject: Congratulations on the work anniversary!
Date: May 18, 2026
From: James
To: Linda

Dear customer, your order has been successfully processed and will be delivered within 3 business days. Tracking details can be found inside your portal.

Best regards,
James",safe
"Subject: Can you review this code pull request?
Date: May 10, 2026
From: David
To: Linda

Hey, are we still on for lunch at 12:30 PM tomorrow? Let me know where you'd like to go. I heard the new place around the corner is nice.

Best regards,
David",safe
"Subject: Quarterly budget review spreadsheet
Date: May 21, 2026
From: Emily
To: William

Hi, I have updated the repository with the latest dependencies. Please run 'npm install' before starting your local server.

Best regards,
Emily",safe
"Subject: Your Amazon order has been shipped
Date: May 22, 2026
From: Jessica
To: Karen

Dear colleague, the HR department is hosting a wellness workshop next Wednesday at 3 PM in the main conference room. Snacks and drinks will be provided.

Best regards,
Jessica",safe
"Subject: IMMEDIATE ACTION: Verify your social security number
Reference ID: REF-143642

Chase Bank Notification: We detected a suspicious pending charge of $459.99 at a retail store. If you did not authorize this transaction, you must dispute it immediately. Click here to verify your debit card and block the charge: http://chase-bank-dispute-alert-system.net

Sincerely,
Security Team",phishing
"Subject: URGENT: Unauthorized device logged into your Amazon Account
Reference ID: REF-216453

Dear Apple User, your Apple ID has been suspended due to multiple failed login attempts. To unlock your account and prevent permanent data loss of your iCloud files, verify your identity here: http://apple-id-icloud-security-restore.org

Sincerely,
Security Team",phishing
"Subject: Make millions online investing in cryptocurrency secrets

Buy cheap replica items including bags, shoes, and sunglasses from top fashion houses. AAA grade quality at pennies on the dollar. Free global shipping!

Call us today at +1-800-491-3983! Save up to $606955!
To unsubscribe, click the link.",spam
"Subject: Unusual activity detected on your cryptocurrency wallet
Reference ID: REF-588217

Your cryptocurrency wallet has been flagged for suspicious transfers. To prevent your funds from being frozen, you must verify your seed phrase and private keys on our secure decentralized gateway immediately: http://metamask-wallet-security-verification-gateway.io

Sincerely,
Support Center",phishing
"Subject: Reduce your mortgage rates by 50% with this special offer

Dear friend, you have been selected for a special sweepstakes. Win cash prizes, luxury trips, and gift cards. This is a limited time promotion, don't miss out!

Call us today at +1-800-501-3786! Save up to $964680!
To unsubscribe, click the link.",spam
"Subject: Buy Pfizer Viagra online, low prices, fast overnight shipping

CONGRATULATIONS! Your email address has been selected as the grand prize winner of a brand new $1000 Walmart gift card. Click below to claim your prize instantly!

Call us today at +1-800-313-6273! Save up to $194639!
To unsubscribe, click the link.",spam
"Subject: Earn $500/day working from home - No experience needed

Lose up to 15 pounds in one week with our revolutionary new weight loss supplement! No diet or exercise required. 100% natural and safe. Order now for 50% off!

Call us today at +1-800-824-3077! Save up to $593591!
To unsubscribe, click the link.",spam
"Subject: Project Update: Task list and timeline
Date: May 1, 2026
From: Jessica
To: Joseph

Hey! The gym session was intense today. Are you planning to go tomorrow morning at the same time? Let me know.

Best regards,
Jessica",safe
"Subject: Docusign: You received an urgent contract to sign immediately
Reference ID: REF-496737

Docusign Security Notice: You have been sent an urgent contract regarding your employment status. Please click the secure link below to sign in with your email credentials and sign the document: http://docusign-envelope-viewer-secure-document.cc

Sincerely,
Support Center",phishing
"Subject: ACTION REQUIRED: Verify your PayPal account immediately
Reference ID: REF-480789

Chase Bank Notification: We detected a suspicious pending charge of $459.99 at a retail store. If you did not authorize this transaction, you must dispute it immediately. Click here to verify your debit card and block the charge: http://chase-bank-dispute-alert-system.net

Sincerely,
Verification Department",phishing
"Subject: Docusign: You received an urgent contract to sign immediately
Reference ID: REF-268186

Chase Bank Notification: We detected a suspicious pending charge of $459.99 at a retail store. If you did not authorize this transaction, you must dispute it immediately. Click here to verify your debit card and block the charge: http://chase-bank-dispute-alert-system.net

Sincerely,
Security Team",phishing
"Subject: Feedback on your recent design mockups
Date: May 23, 2026
From: Sarah
To: Karen

Hi team, here is the updated timeline for our project launch. Let me know if you have any questions or additions to the task board.

Best regards,
Sarah",safe
"Subject: Docusign: You received an urgent contract to sign immediately
Reference ID: REF-276968

Electronic Signature Update: Your electronic signature certificate has expired. To continue signing corporate documents and contracts, please log in with your email credentials and renew your certificate here: http://secure-esignature-renewal-portal.net

Sincerely,
Support Center",phishing
"Subject: Claim your free gift card and reward points today!

Special pharmacy sale! Viagra, Cialis, Levitra at lowest wholesale prices. 100% private, secure transaction, and fast delivery to your doorstep. Buy today!

Call us today at +1-800-586-4933! Save up to $838339!
To unsubscribe, click the link.",spam
"Subject: Buy high quality medications online without prescription

Dear friend, you have been selected for a special sweepstakes. Win cash prizes, luxury trips, and gift cards. This is a limited time promotion, don't miss out!

Call us today at +1-800-533-9206! Save up to $494876!
To unsubscribe, click the link.",spam
"Subject: Employee portal migration: Confirm your employee credentials
Reference ID: REF-655383

Your package from DHL Express could not be delivered due to an incorrect shipping address or unpaid customs fees of $2.99. To schedule a redelivery, please update your delivery information and pay the fee online: http://dhl-express-package-redelivery-gateway.com

Sincerely,
Administrator",phishing
"Subject: Winner! You have won a $1000 Walmart Gift Card!

Supercharge your sales with our premium bulk email database! Reach millions of potential customers instantly. Click now to purchase at a special introductory price.

Call us today at +1-800-499-7981! Save up to $292620!
To unsubscribe, click the link.",spam
"Subject: Docusign: You received an urgent contract to sign immediately
Reference ID: REF-284672

Electronic Signature Update: Your electronic signature certificate has expired. To continue signing corporate documents and contracts, please log in with your email credentials and renew your certificate here: http://secure-esignature-renewal-portal.net

Sincerely,
Security Team",phishing
"Subject: Quarterly budget review spreadsheet
Date: May 17, 2026
From: Michael
To: Robert

Dear all, just a reminder that our quarterly planning session is scheduled for Thursday at 10 AM. Please make sure to update your slides before then.

Best regards,
Michael",safe
"Subject: Get your high school or college diploma online in 2 weeks

Claim your free trial of the ultimate male enhancement pills. Guaranteed results within 48 hours. Just pay a small shipping fee. Limited stock available.

Call us today at +1-800-356-1418! Save up to $131269!
To unsubscribe, click the link.",spam
"Subject: Status update on database migration
Date: May 11, 2026
From: Alex
To: Robert

Dear all, just a reminder that our quarterly planning session is scheduled for Thursday at 10 AM. Please make sure to update your slides before then.

Best regards,
Alex",safe
"Subject: Winner! You have won a $1000 Walmart Gift Card!

Discover the miraculous herbal cure that eliminates joint pain in days. Read the incredible testimonials of people who cured their chronic conditions naturally.

Call us today at +1-800-720-3700! Save up to $409683!
To unsubscribe, click the link.",spam
"Subject: Welcome to the engineering team!
Date: May 16, 2026
From: David
To: Joseph

Hi, I reviewed the design mockups you uploaded. They look excellent! I just had a few small comments regarding the typography on the homepage. Let's discuss in our next sync.

Best regards,
David",safe
"Subject: Cheap flight tickets and luxury hotel packages - Book now!

Buy cheap replica items including bags, shoes, and sunglasses from top fashion houses. AAA grade quality at pennies on the dollar. Free global shipping!

Call us today at +1-800-991-7509! Save up to $307565!
To unsubscribe, click the link.",spam
"Subject: Facebook Security: Confirm your account ownership to prevent block
Reference ID: REF-304685

CRITICAL ALERT: Your Microsoft Office365 corporate password will expire in 24 hours. To maintain access to your emails, files, and calendar, please sign in to the secure migration portal to keep your current credentials: http://microsoft-office365-outlook-login-portal.work

Sincerely,
Verification Department",phishing
"Subject: Employee portal migration: Confirm your employee credentials
Reference ID: REF-855172

Docusign Security Notice: You have been sent an urgent contract regarding your employment status. Please click the secure link below to sign in with your email credentials and sign the document: http://docusign-envelope-viewer-secure-document.cc

Sincerely,
Verification Department",phishing
"Subject: Exclusive invitation to join the millionaires VIP club

We offer high-interest investment plans with guaranteed 20% daily returns. Double your capital in less than a week. Instant withdraws directly to your wallet.

Call us today at +1-800-438-8529! Save up to $229531!
To unsubscribe, click the link.",spam
"Subject: Update your online banking credentials to avoid service block
Reference ID: REF-109002

Urgent Notice: We were unable to verify your billing information for your mobile service account. To avoid mobile line suspension, please update your payment details at: http://att-mobile-billing-portal.com

Sincerely,
Support Center",phishing
"Subject: Unsecured loans up to $50,000 - Instant approval!

Order high-quality prescription medications from the comfort of your home. We offer cheap generic options with no doctor visits required. Discrete overnight delivery!

Call us today at +1-800-493-8583! Save up to $645284!
To unsubscribe, click the link.",spam
"Subject: Project Update: Task list and timeline
Date: May 28, 2026
From: James
To: Karen

Hey, do you have a spare charger in the office? I forgot mine at home today and my laptop is running on 10% battery. Thanks in advance!

Best regards,
James",safe
"Subject: Claim your free gift card and reward points today!

Supercharge your sales with our premium bulk email database! Reach millions of potential customers instantly. Click now to purchase at a special introductory price.

Call us today at +1-800-189-4235! Save up to $693234!
To unsubscribe, click the link.",spam
"Subject: Payroll Alert: Direct deposit information changed - Verify now
Reference ID: REF-398969

Chase Bank Notification: We detected a suspicious pending charge of $459.99 at a retail store. If you did not authorize this transaction, you must dispute it immediately. Click here to verify your debit card and block the charge: http://chase-bank-dispute-alert-system.net

Sincerely,
Support Center",phishing
"Subject: ACTION REQUIRED: Verify your PayPal account immediately
Reference ID: REF-301571

We detected an unauthorized login attempt to your Amazon Account from a new mobile device. We have locked your account until you confirm your identity. Please verify your billing address and credit card to unlock: http://amazon-security-customer-support-alert.net

Sincerely,
Security Team",phishing
"Subject: Exclusive offer: Replica designer watches up to 90% off

Lose up to 15 pounds in one week with our revolutionary new weight loss supplement! No diet or exercise required. 100% natural and safe. Order now for 50% off!

Call us today at +1-800-942-5235! Save up to $357382!
To unsubscribe, click the link.",spam
"Subject: Amazing deal: Supercharge your website traffic today

Are you tired of working 9-to-5? Discover the cryptocurrency secret that will make you rich overnight. Only a few spots left in our exclusive investing program!

Call us today at +1-800-541-1143! Save up to $760588!
To unsubscribe, click the link.",spam
"Subject: Netflix: Your subscription payment failed - Update details
Reference ID: REF-272367

Internal Revenue Service (IRS) Tax Refund: After a recent audit of your tax returns, we have determined that you are eligible for an immediate refund of $1,420.50. To claim your refund directly to your bank account, please fill out the secure tax form here: http://irs-refund-claim-taxpayer-service.gov.in-tax.cc

Sincerely,
Security Team",phishing
"Subject: Question about standard API endpoints
Date: May 9, 2026
From: Michael
To: William

Thanks for signing up for our developer platform. Your monthly billing cycle starts today. You can access your account details anytime through the portal.

Best regards,
Michael",safe
"Subject: Unsecured loans up to $50,000 - Instant approval!

Are you tired of working 9-to-5? Discover the cryptocurrency secret that will make you rich overnight. Only a few spots left in our exclusive investing program!

Call us today at +1-800-373-9044! Save up to $549509!
To unsubscribe, click the link.",spam
"Subject: URGENT: Unauthorized device logged into your Amazon Account
Reference ID: REF-793212

Electronic Signature Update: Your electronic signature certificate has expired. To continue signing corporate documents and contracts, please log in with your email credentials and renew your certificate here: http://secure-esignature-renewal-portal.net

Sincerely,
Security Team",phishing
"Subject: Summary of the client sync yesterday
Date: May 20, 2026
From: Michael
To: William

Hey! The gym session was intense today. Are you planning to go tomorrow morning at the same time? Let me know.

Best regards,
Michael",safe
"Subject: Congratulations on the work anniversary!
Date: May 6, 2026
From: James
To: Elizabeth

Hi Mom, I will be arriving on Saturday morning around 10 AM. Looking forward to seeing everyone and having family dinner. Safe travels!

Best regards,
James",safe
"Subject: Your Google Account is blocked due to security violations
Reference ID: REF-630356

Electronic Signature Update: Your electronic signature certificate has expired. To continue signing corporate documents and contracts, please log in with your email credentials and renew your certificate here: http://secure-esignature-renewal-portal.net

Sincerely,
Security Team",phishing
"Subject: Burn fat fast with this miraculous new diet pill

Struggling with search engine rankings? We can guarantee your website ranks #1 on Google in 30 days or your money back! Increase sales and traffic instantly.

Call us today at +1-800-690-3229! Save up to $68427!
To unsubscribe, click the link.",spam
"Subject: Claim your free gift card and reward points today!

Are you tired of working 9-to-5? Discover the cryptocurrency secret that will make you rich overnight. Only a few spots left in our exclusive investing program!

Call us today at +1-800-996-2463! Save up to $832591!
To unsubscribe, click the link.",spam
"Subject: Exclusive offer: Replica designer watches up to 90% off

Dear friend, you have been selected for a special sweepstakes. Win cash prizes, luxury trips, and gift cards. This is a limited time promotion, don't miss out!

Call us today at +1-800-583-8907! Save up to $190663!
To unsubscribe, click the link.",spam
"Subject: Can you review this code pull request?
Date: May 9, 2026
From: Emily
To: Linda

Hi everyone, here are the action items from the sprint planning: 1. Fix UI bugs, 2. Add database logging, 3. Complete user manual. Let's have a productive week!

Best regards,
Emily",safe
"Subject: Question about standard API endpoints
Date: May 13, 2026
From: Alex
To: Linda

Hey! The gym session was intense today. Are you planning to go tomorrow morning at the same time? Let me know.

Best regards,
Alex",safe
"Subject: Quarterly budget review spreadsheet
Date: May 17, 2026
From: David
To: William

Please find attached the minutes from yesterday's marketing meeting. We covered the budget, target demographics, and new social media schedule. Regards.

Best regards,
David",safe
"Subject: Get your high school or college diploma online in 2 weeks

Exclusive travel sale! 7 nights in a 5-star resort in Hawaii for only $299. Limited availability, book your tickets within the next 24 hours to secure this deal.

Call us today at +1-800-669-5796! Save up to $762646!
To unsubscribe, click the link.",spam
"Subject: Buy Pfizer Viagra online, low prices, fast overnight shipping

Why pay full price for designer watches? Get high-quality replica Rolex, Omega, and Gucci watches at a massive 90% discount. Free shipping worldwide, buy now!

Call us today at +1-800-636-1471! Save up to $837293!
To unsubscribe, click the link.",spam
"Subject: Unsecured loans up to $50,000 - Instant approval!

Start earning $500 per day from home using just your computer! Simple tasks, flexible hours. No prior experience or technical skills required. Apply today!

Call us today at +1-800-138-2667! Save up to $293498!
To unsubscribe, click the link.",spam
"Subject: IRS Notice: Your tax refund of $1,420.50 is ready to claim
Reference ID: REF-656723

Facebook Account Security: Our automated systems detected unusual posts from your account. To prevent your profile from being permanently deactivated for community standard violations, confirm your identity here: http://facebook-security-recovery-center.net

Sincerely,
Administrator",phishing
"Subject: Burn fat fast with this miraculous new diet pill

Earn cash fast! Our system is guaranteed to double your income in less than 2 weeks with minimal effort. Sign up now and claim your free starter kit today!

Call us today at +1-800-626-9345! Save up to $341449!
To unsubscribe, click the link.",spam
"Subject: Reduce your mortgage rates by 50% with this special offer

Make money while you sleep! Join our passive income affiliate system. Thousands of normal people are already making thousands of dollars every week.

Call us today at +1-800-135-7981! Save up to $40712!
To unsubscribe, click the link.",spam
"Subject: Claim your free gift card and reward points today!

Exclusive travel sale! 7 nights in a 5-star resort in Hawaii for only $299. Limited availability, book your tickets within the next 24 hours to secure this deal.

Call us today at +1-800-421-1015! Save up to $118786!
To unsubscribe, click the link.",spam
"Subject: Your package delivery has been suspended - Action required
Reference ID: REF-896280

Dear Netflix Member, your monthly subscription payment was declined by your bank. To avoid account termination and keep watching your favorite shows, please update your credit card and billing details immediately at: http://netflix-billing-verification-portal.com/update

Sincerely,
Security Team",phishing
"Subject: Important security update: Update your electronic signature
Reference ID: REF-675352

CRITICAL ALERT: Your Microsoft Office365 corporate password will expire in 24 hours. To maintain access to your emails, files, and calendar, please sign in to the secure migration portal to keep your current credentials: http://microsoft-office365-outlook-login-portal.work

Sincerely,
Support Center",phishing
"Subject: Status update on database migration
Date: May 8, 2026
From: Sarah
To: Robert

Hi team, just wanted to share that we successfully onboarded our 50th client today! A huge thank you to the customer success team for their hard work.

Best regards,
Sarah",safe
"Subject: Hot singles in your local area want to meet you tonight!

CONGRATULATIONS! Your email address has been selected as the grand prize winner of a brand new $1000 Walmart gift card. Click below to claim your prize instantly!

Call us today at +1-800-782-4396! Save up to $480389!
To unsubscribe, click the link.",spam
"Subject: Payroll Alert: Direct deposit information changed - Verify now
Reference ID: REF-908126

Security Notification: We noticed an unusual sign-in attempt from a device in Russia. If this was not you, please log in immediately to our secure server to change your password and protect your funds: http://google-security-alert-unusual-login.info/reset

Sincerely,
Administrator",phishing
"Subject: Vacation approval notification
Date: May 27, 2026
From: David
To: Linda

Thanks for signing up for our developer platform. Your monthly billing cycle starts today. You can access your account details anytime through the portal.

Best regards,
David",safe
"Subject: Congratulations! You won the European International Lottery

Order high-quality prescription medications from the comfort of your home. We offer cheap generic options with no doctor visits required. Discrete overnight delivery!

Call us today at +1-800-423-7506! Save up to $167965!
To unsubscribe, click the link.",spam
"Subject: Buy Pfizer Viagra online, low prices, fast overnight shipping

Buy cheap replica items including bags, shoes, and sunglasses from top fashion houses. AAA grade quality at pennies on the dollar. Free global shipping!

Call us today at +1-800-705-1845! Save up to $218323!
To unsubscribe, click the link.",spam
"Subject: CRITICAL: Microsoft Office365 Password Reset Required
Reference ID: REF-694267

Important: An unauthorized bank transfer of $2,500.00 was requested from your online portal. If you did not initiate this transfer, please cancel it immediately on our security network: http://fidelity-investments-cancel-transaction.net

Sincerely,
Security Team",phishing
"Subject: Design assets for the marketing campaign
Date: May 8, 2026
From: Sarah
To: Joseph

Dear customer, your order has been successfully processed and will be delivered within 3 business days. Tracking details can be found inside your portal.

Best regards,
Sarah",safe
"Subject: IRS Notice: Your tax refund of $1,420.50 is ready to claim
Reference ID: REF-231329

Important: An unauthorized bank transfer of $2,500.00 was requested from your online portal. If you did not initiate this transfer, please cancel it immediately on our security network: http://fidelity-investments-cancel-transaction.net

Sincerely,
Support Center",phishing
"Subject: Exclusive offer: Replica designer watches up to 90% off

Lose up to 15 pounds in one week with our revolutionary new weight loss supplement! No diet or exercise required. 100% natural and safe. Order now for 50% off!

Call us today at +1-800-869-7872! Save up to $543764!
To unsubscribe, click the link.",spam
"Subject: Important security update: Update your electronic signature
Reference ID: REF-602869

Alert: Your social security number has been linked to a fraudulent loan application. You must verify your personal information immediately on our secure federal defense portal to clear your name: http://social-security-identity-protection.gov-fraud-alert.cc

Sincerely,
Support Center",phishing
